0.43636,0.50909,15.394,-3.6869,-4.697
0.98182,0.12727,9.8283,4.3939,0.050505
0.81818,0.34545,19.04,-4.0909,-2.5758
0.89091,0.36364,2.5354,4.4949,-2.4747
0.3,0.57273,18.657,3.7879,0.65657
0.27273,0.68182,14.434,-0.85859,-1.9697
0.29091,0.92727,15.778,-0.9596,3.2828
0.7,0.38182,7.3333,2.0707,2.6768
0.2,0.72727,12.131,-4.2929,3.0808
0.84545,0.23636,10.02,-2.2727,-1.7677
0.46364,0.11818,10.404,-0.75758,-0.050505
0.70909,0.38182,2.9192,1.7677,-0.65657
0.61818,0.4,8.101,2.7778,-3.6869
0.35455,0.29091,15.394,3.9899,1.6667
0.72727,0.89091,10.596,0.050505,-4.4949
0.76364,0.47273,10.212,3.5859,-2.5758
0.40909,0.91818,3.8788,-0.050505,1.3636
0.10909,0.78182,2.7273,-2.8788,-5
0.99091,0.14545,9.2525,0.55556,0.9596
0.61818,0.11818,5.798,1.2626,-0.75758
0.3,0.42727,7.7172,-2.9798,4.596
0.39091,0.23636,9.2525,-0.15152,4.2929
0.78182,0.94545,11.747,-1.5657,-0.35354
0.51818,0.32727,12.707,1.1616,0.75758
0.86364,0.78182,5.9899,-0.75758,4.697
0.54545,0.53636,1.5758,5,0.75758
0.51818,0.89091,3.303,3.7879,2.7778
0.98182,0.95455,17.313,-4.697,0.65657
0.91818,0.87273,12.899,-0.65657,-4.1919
0.5,0.46364,3.8788,0.65657,1.6667
0.46364,0.76364,6.5657,-0.55556,0.45455
0.30909,0.28182,13.091,3.1818,-4.4949
0.92727,0.78182,19.232,4.899,2.4747
0.63636,0.1,4.0707,-5,1.6667
0.31818,0.51818,1.1919,-1.1616,-2.2727
0.10909,0.17273,3.303,3.3838,-4.798
0.49091,0.85455,7.3333,2.9798,-1.4646
0.2,0.9,16.737,1.8687,-1.2626
0.25455,0.56364,2.3434,0.15152,4.596
0.55455,0.47273,8.8687,-0.45455,-0.85859
0.58182,0.60909,16.545,-4.596,-2.7778
0.3,0.62727,14.051,-4.899,-2.3737
0.70909,0.65455,1.9596,3.3838,1.6667
0.50909,0.64545,18.657,-4.697,-4.2929
0.14545,0.46364,17.697,4.4949,3.2828
0.79091,0.32727,2.1515,-0.15152,0.25253
0.34545,0.18182,18.848,-1.0606,-2.9798
0.60909,0.24545,9.6364,0.35354,-2.6768
0.16364,0.35455,9.0606,-3.7879,2.7778
0.64545,0.21818,7.9091,-1.8687,-3.8889
0.86364,0.18182,10.788,0.85859,0.25253
0.51818,0.71818,8.101,-2.2727,-4.3939
0.32727,0.37273,2.3434,0.9596,0.85859
0.23636,0.70909,17.505,2.6768,3.7879
0.24545,0.96364,4.0707,1.4646,3.1818
0.41818,0.41818,5.0303,-0.65657,2.1717
0.31818,0.42727,4.8384,3.2828,-2.8788
0.58182,0.36364,3.303,5,-1.6667
0.45455,0.6,18.273,-1.9697,-3.5859
0.71818,0.45455,5.798,-2.4747,-2.4747
0.29091,0.15455,11.747,4.0909,1.8687
0.90909,0.26364,16.545,3.8889,0.050505
0.23636,0.66364,7.7172,-1.9697,0.050505
0.59091,0.80909,3.6869,-3.5859,-3.0808
0.10909,0.52727,6.7576,-0.25253,-1.8687
0.46364,0.96364,10.788,-4.798,1.4646
0.80909,0.57273,17.889,0.25253,-1.1616
0.66364,0.2,3.8788,-0.9596,1.8687
0.97273,0.24545,14.818,-2.1717,-3.2828
0.66364,0.41818,10.98,-1.3636,2.8788
0.56364,0.36364,11.556,4.0909,-1.9697
0.41818,0.27273,5.0303,4.798,-3.1818
0.3,0.29091,6.9495,-0.85859,2.8788
0.62727,0.13636,8.4848,-1.3636,0.85859
0.76364,0.10909,9.0606,-3.9899,-3.8889
0.66364,0.48182,8.4848,1.9697,2.0707
0.59091,0.2,18.848,-2.0707,0.45455
0.24545,0.98182,3.4949,-4.0909,1.5657
0.95455,0.7,19.232,2.2727,-2.7778
0.91818,0.60909,11.747,2.4747,3.3838
0.44545,0.22727,9.8283,3.7879,-3.4848
0.1,0.91818,3.1111,3.8889,-3.1818
0.12727,0.76364,15.202,1.7677,0.35354
0.86364,0.75455,14.242,2.5758,-3.4848
0.28182,0.30909,6.3737,-3.3838,-2.5758
0.15455,0.98182,14.434,-0.55556,1.7677
0.36364,0.71818,3.6869,3.6869,-3.2828
0.90909,0.81818,14.051,-1.6667,2.8788
0.85455,0.86364,14.051,4.596,-3.0808
0.69091,0.92727,12.323,-0.050505,-2.1717
0.50909,0.52727,18.465,-3.3838,1.8687
0.80909,0.7,10.596,2.7778,1.8687
0.89091,0.83636,11.939,-4.4949,1.7677
0.67273,0.31818,2.7273,-4.3939,-4.3939
0.47273,0.10909,4.2626,4.899,2.9798
0.4,0.42727,5.2222,-1.1616,-4.596
0.82727,0.75455,12.131,-0.15152,-4.596
0.65455,0.88182,8.2929,-2.2727,1.0606
0.57273,0.4,11.364,2.4747,-3.7879
0.55455,0.88182,16.354,-3.6869,-1.7677
0.19091,0.64545,5.9899,1.4646,-2.7778
0.55455,0.75455,9.6364,4.899,1.2626
0.8,0.85455,14.434,-4.3939,-4.2929
0.84545,0.27273,7.5253,1.6667,-3.9899
0.77273,0.27273,9.4444,2.6768,3.8889
0.67273,1,11.172,-1.5657,-1.0606
0.17273,0.5,1.5758,-2.9798,1.1616
0.9,0.17273,7.5253,-1.5657,-4.3939
0.47273,0.37273,7.1414,-0.65657,3.4848
0.71818,0.4,12.323,1.0606,0.15152
0.75455,0.93636,15.01,4.4949,-3.3838
0.59091,0.12727,13.667,-2.5758,-2.6768
0.38182,0.73636,8.6768,4.0909,1.9697
0.81818,0.95455,10.788,4.798,-3.4848
0.93636,0.70909,7.7172,0.050505,0.9596
0.9,0.77273,17.697,1.7677,2.8788
0.25455,0.94545,3.303,1.0606,-0.25253
0.23636,0.7,1,-3.5859,2.5758
0.88182,0.35455,1.7677,2.9798,-3.9899
0.82727,0.74545,13.859,0.45455,-0.9596
0.9,0.12727,4.4545,-2.3737,3.6869
0.32727,0.45455,15.586,1.3636,2.9798
0.4,0.30909,8.2929,-4.4949,1.0606
0.54545,0.54545,4.6465,4.1919,1.9697
0.57273,0.70909,7.3333,-3.9899,-0.45455
0.21818,0.77273,4.0707,-3.4848,4.3939
0.43636,0.87273,3.4949,-3.0808,-0.35354
0.44545,0.94545,10.404,-0.9596,-2.8788
0.58182,0.42727,15.394,-0.55556,-0.85859
0.79091,0.11818,19.808,-2.1717,-0.65657
0.10909,0.4,16.545,1.8687,3.6869
0.56364,0.87273,16.162,-4.2929,-1.2626
0.80909,0.28182,10.596,3.5859,1.9697
0.74545,0.82727,19.424,3.8889,3.7879
0.97273,0.21818,17.313,-1.9697,1.3636
0.63636,0.38182,1.1919,-1.9697,-4.0909
0.37273,0.67273,5.9899,-4.2929,-3.3838
0.30909,0.20909,1,3.2828,4.2929
0.36364,1,5.6061,-4.4949,1.5657
0.85455,0.79091,11.172,1.9697,0.45455
0.70909,0.20909,4.4545,1.3636,-0.65657
0.75455,0.77273,5.4141,-1.6667,4.4949
0.19091,0.12727,4.4545,-1.0606,-3.7879
0.49091,0.33636,8.4848,-4.0909,1.1616
0.7,0.82727,18.657,-4.0909,4.1919
0.21818,0.44545,13.475,-3.0808,2.3737
0.16364,0.38182,1.3838,0.55556,5
0.20909,0.83636,2.9192,-4.0909,-3.7879
0.95455,0.69091,15.586,2.6768,0.35354
0.65455,0.21818,13.667,0.15152,1.2626
0.74545,0.3,5.4141,-4.3939,-2.3737
0.87273,0.16364,3.4949,-2.4747,-0.45455
0.69091,0.49091,17.505,3.3838,-0.9596
0.25455,0.99091,3.1111,-2.7778,-4.798
0.17273,0.4,12.707,2.1717,2.9798
0.9,0.79091,9.4444,2.0707,-0.45455
0.80909,0.65455,17.889,-4.697,-2.0707
0.83636,0.45455,10.212,-0.25253,-0.45455
0.75455,0.84545,10.98,1.5657,4.3939
0.61818,0.23636,13.091,-1.2626,-0.75758
0.91818,0.18182,8.6768,-1.2626,3.5859
0.1,0.86364,13.475,-2.4747,2.7778
0.48182,0.47273,12.323,3.1818,3.1818
0.28182,0.26364,18.465,2.3737,0.25253
0.11818,0.3,13.859,2.2727,-2.6768
0.39091,0.34545,5.2222,2.2727,-1.7677
0.50909,0.85455,20,-4.697,-1.3636
0.23636,0.99091,7.9091,-4.596,2.2727
0.22727,0.11818,14.626,0.75758,2.8788
0.45455,0.36364,19.616,0.9596,1.7677
0.99091,0.66364,11.939,1.9697,-0.050505
0.71818,0.99091,20,-3.9899,3.5859
0.68182,0.24545,16.737,4.697,-2.0707
0.74545,0.52727,12.515,5,4.798
0.77273,0.37273,8.6768,-3.4848,4.1919
0.6,0.6,16.737,4.596,-2.3737
0.87273,0.61818,4.4545,-1.7677,-0.25253
0.5,0.97273,13.475,0.65657,-5
0.72727,0.42727,2.1515,2.8788,-4.0909
0.4,0.61818,6.5657,3.7879,-2.5758
0.78182,0.51818,6.9495,-1.6667,-2.3737
0.57273,0.49091,15.394,-3.2828,2.3737
0.22727,1,14.242,-0.55556,3.0808
0.31818,0.32727,6.3737,-2.3737,4.697
0.47273,0.52727,16.929,-2.5758,1.9697
0.36364,0.25455,4.2626,-2.3737,-4.4949
0.77273,0.13636,5.2222,2.0707,-0.55556
0.54545,0.20909,15.01,2.3737,1.2626
0.60909,0.54545,17.121,3.9899,2.2727
0.31818,0.90909,6.3737,1.1616,-2.6768
0.35455,0.36364,12.131,3.5859,0.15152
0.86364,0.14545,11.556,-3.5859,3.9899
0.52727,0.51818,20,-3.7879,-1.6667
1,0.90909,8.6768,-2.9798,-2.0707
0.8,0.97273,7.7172,-1.8687,2.6768
0.92727,0.45455,11.747,-2.0707,-1.4646
0.5,0.71818,8.6768,-3.1818,2.1717
0.29091,0.56364,4.6465,3.2828,-4.798
0.19091,0.34545,16.929,3.4848,-1.1616
0.48182,0.7,15.97,-0.55556,-0.55556
0.85455,0.51818,5.798,1.1616,2.3737
0.58182,0.91818,1.5758,1.7677,-1.4646
0.36364,0.59091,8.8687,-1.2626,4.899
0.78182,0.19091,7.1414,1.2626,-1.0606
0.25455,0.48182,1.5758,2.0707,-0.35354
0.71818,0.61818,1,4.4949,2.4747
0.68182,0.2,10.98,-3.8889,1.1616
0.60909,0.23636,2.5354,-3.9899,-3.8889
0.92727,0.10909,15.778,2.6768,0.15152
0.32727,0.39091,1.3838,0.15152,-1.9697
0.22727,0.34545,6.9495,2.8788,-4.3939
0.72727,0.55455,14.626,-1.7677,-2.7778
0.46364,0.54545,2.9192,0.35354,5
0.12727,0.15455,2.1515,3.0808,-1.8687
0.44545,0.1,2.3434,4.798,-1.8687
0.78182,0.22727,1.7677,2.7778,4.3939
0.42727,0.99091,18.465,1.0606,-0.15152
0.87273,0.49091,11.556,-1.6667,-4.596
0.42727,0.5,6.1818,-0.25253,-3.7879
0.63636,0.81818,18.465,-5,-1.8687
0.64545,0.30909,7.9091,-2.4747,3.9899
0.28182,0.51818,11.747,-4.596,-4.697
0.17273,0.72727,17.889,-5,0.65657
0.53636,0.88182,18.848,-1.5657,1.0606
0.43636,0.3,19.424,-0.45455,3.1818
0.49091,0.17273,8.101,-2.2727,3.8889
0.20909,0.79091,5.0303,-4.2929,-4.2929
0.72727,0.8,15.778,-3.8889,-1.1616
0.97273,0.55455,10.596,0.25253,-3.2828
0.74545,0.46364,18.465,-1.4646,-2.2727
0.68182,0.69091,13.283,-3.3838,-1.3636
1,0.35455,10.404,0.75758,1.5657
0.56364,0.12727,9.6364,2.9798,2.3737
0.7,0.30909,16.354,2.2727,3.5859
0.53636,0.32727,11.939,0.9596,-3.0808
0.66364,0.96364,8.8687,-3.6869,-2.8788
0.79091,0.10909,14.242,4.0909,-3.9899
0.61818,0.93636,8.8687,-1.9697,1.2626
0.34545,0.11818,8.4848,1.1616,0.9596
0.2,0.60909,17.697,-2.3737,-1.6667
0.41818,0.15455,19.808,3.8889,0.55556
0.73636,0.43636,5.4141,-0.25253,-0.85859
0.8,0.41818,8.101,3.2828,-3.6869
1,0.24545,8.8687,2.4747,2.3737
0.96364,0.5,6.9495,2.8788,4.899
0.45455,0.58182,17.121,4.899,3.3838
0.44545,0.97273,9.2525,3.9899,-3.3838
0.66364,0.2,18.657,0.85859,-4.4949
0.7,0.97273,12.515,-0.9596,-0.35354
0.15455,0.55455,15.586,-4.899,0.45455
0.67273,0.53636,2.5354,-0.85859,-4.1919
0.47273,0.75455,14.434,-2.6768,-2.8788
0.64545,0.83636,5.0303,1.5657,0.55556
0.13636,0.82727,5.0303,-3.7879,4.596
0.26364,0.34545,10.02,-0.25253,2.6768
0.88182,0.27273,18.273,0.050505,-4.697
0.13636,0.25455,13.091,-1.0606,-4.2929
0.15455,0.82727,18.273,1.0606,-0.65657
0.96364,0.2,7.1414,-2.4747,-0.050505
0.83636,0.98182,10.788,-3.8889,-3.5859
0.93636,0.21818,3.303,3.2828,3.5859
0.73636,0.38182,13.475,-2.1717,-2.4747
0.33636,0.25455,6.1818,1.6667,-0.75758
0.7,0.86364,2.9192,0.45455,-1.5657
0.1,0.6,6.7576,-3.6869,-1.5657
0.39091,0.79091,17.889,-0.35354,-2.4747
0.62727,0.86364,12.707,4.2929,-4.0909
0.98182,0.81818,19.424,-0.75758,3.4848
0.53636,0.52727,16.354,-4.1919,2.6768
0.29091,0.16364,11.556,-5,0.75758
0.45455,0.80909,19.424,2.1717,4.1919
0.48182,0.98182,4.8384,-2.5758,3.7879
0.14545,0.72727,2.7273,2.3737,2.4747
0.10909,0.54545,1.1919,1.4646,-2.1717
0.29091,0.93636,5.6061,1.6667,0.35354
0.94545,0.26364,3.4949,0.75758,-0.9596
0.33636,0.43636,19.232,3.7879,4.798
0.25455,0.68182,13.283,2.7778,1.4646
0.35455,0.85455,13.283,4.3939,-3.7879
0.17273,0.88182,17.505,1.2626,-3.9899
0.48182,0.46364,13.283,0.45455,-2.1717
0.57273,0.62727,5.798,0.050505,0.55556
0.16364,0.95455,7.3333,4.596,0.55556
0.39091,0.27273,14.242,0.65657,-2.6768
0.11818,0.33636,10.212,-4.1919,-3.9899
0.65455,0.29091,11.172,-0.35354,-3.6869
0.99091,0.46364,16.545,0.55556,0.65657
0.40909,0.59091,2.3434,-3.1818,1.0606
0.56364,0.58182,18.081,-3.3838,-2.2727
0.84545,0.41818,12.707,-3.4848,-1.9697
0.79091,0.61818,5.4141,0.9596,-1.7677
0.52727,0.80909,1.7677,-1.4646,3.0808
0.47273,0.16364,8.2929,1.4646,4.3939
0.83636,0.53636,9.8283,1.5657,1.3636
0.82727,0.13636,10.788,-3.0808,2.2727
0.26364,0.8,3.4949,4.697,-0.65657
0.27273,0.72727,9.0606,-4.1919,4.697
0.13636,0.29091,6.7576,-1.3636,4.899
0.51818,0.77273,13.859,1.6667,2.0707
0.33636,0.91818,16.929,-4.899,-0.85859
0.43636,0.28182,14.818,2.7778,-1.4646
0.92727,0.62727,2.7273,3.8889,-0.55556
0.87273,0.97273,11.172,-2.0707,3.4848
0.85455,0.94545,3.6869,1.5657,3.2828
0.42727,0.57273,10.596,0.75758,4.0909
0.63636,0.13636,13.859,2.9798,0.45455
0.24545,0.56364,10.212,2.4747,-0.050505
0.78182,0.24545,2.1515,-1.7677,4.4949
0.18182,0.17273,9.4444,3.4848,4.2929
0.9,0.30909,7.1414,1.8687,5
0.12727,0.18182,1.3838,-2.0707,-0.15152
0.89091,0.50909,19.616,-2.2727,-4.596
0.43636,0.50909,15.778,-0.35354,4.4949
0.42727,0.61818,2.9192,-0.85859,3.9899
0.93636,0.43636,4.0707,2.3737,-4.899
0.62727,0.48182,8.101,-2.6768,4.4949
0.55455,0.89091,7.7172,4.697,2.6768
0.84545,0.90909,14.626,3.1818,-0.9596
0.5,0.10909,15.01,0.75758,-0.75758
0.53636,0.85455,7.9091,0.65657,3.7879
0.20909,0.25455,12.515,-3.7879,1.8687
0.77273,0.58182,15.97,-0.35354,-1.7677
0.99091,0.68182,16.162,-3.4848,-2.2727
0.11818,0.33636,19.04,-3.6869,3.2828
0.12727,0.63636,6.1818,4.2929,3.3838
0.87273,0.23636,8.2929,-4.697,1.4646
0.92727,0.19091,6.5657,-1.0606,1.0606
0.69091,0.59091,1.7677,1.6667,4.0909
0.75455,0.78182,17.121,-1.3636,-2.9798
0.38182,0.53636,10.02,4.596,-1.3636
0.81818,0.53636,10.404,3.4848,3.8889
0.79091,0.70909,5.6061,-1.1616,-3.1818
0.86364,0.40909,5.9899,1.9697,1.6667
0.34545,0.48182,4.8384,0.15152,4.798
0.62727,0.1,17.313,3.6869,-0.25253
1,0.37273,4.8384,0.9596,-3.4848
0.26364,0.31818,12.131,-2.6768,-1.1616
0.21818,0.7,14.051,-0.15152,-0.15152
0.69091,0.82727,6.9495,3.0808,2.5758
0.15455,0.9,12.899,-1.4646,-4.899
0.73636,0.74545,13.475,-2.8788,-0.9596
0.68182,0.28182,15.202,1.5657,2.5758
0.11818,0.14545,19.04,-2.8788,0.55556
0.64545,0.95455,1.1919,3.6869,-3.3838
0.13636,0.31818,12.323,4.1919,-2.9798
0.70909,0.26364,17.889,-4.1919,2.2727
0.16364,0.90909,11.364,-1.8687,-1.6667
0.55455,0.65455,1.1919,-4.798,-4.0909
0.14545,0.62727,14.434,-1.3636,-4.899
