0.71818,0.97273,0.50909,0.10909,0.53636,0.75455,14.434
0.57273,0.8,0.75455,0.36364,0.95455,0.64545,4.2626
0.19091,0.91818,0.86364,0.14545,0.85455,0.74545,16.354
0.8,0.98182,0.39091,0.71818,0.83636,0.1,3.303
0.51818,0.96364,0.18182,0.2,0.79091,0.77273,12.131
0.41818,0.15455,0.46364,0.69091,0.48182,0.80909,18.848
0.72727,0.36364,0.89091,0.25455,0.57273,0.84545,9.0606
0.28182,0.72727,0.68182,0.17273,0.56364,0.25455,11.364
0.60909,0.75455,0.22727,0.8,0.30909,0.2,16.162
0.63636,0.12727,0.48182,0.31818,0.64545,0.60909,16.929
0.3,0.62727,0.12727,0.97273,0.97273,0.72727,17.121
0.75455,0.64545,0.52727,0.62727,0.84545,0.76364,15.97
0.3,1,0.19091,0.85455,0.37273,0.77273,19.232
0.95455,0.98182,0.63636,0.59091,0.57273,0.27273,5.6061
0.65455,1,0.18182,0.37273,0.47273,0.9,5.2222
0.12727,0.39091,0.23636,0.94545,0.44545,0.12727,16.545
0.89091,0.80909,0.35455,0.93636,0.51818,0.34545,1.5758
0.20909,0.76364,0.53636,0.76364,0.50909,0.11818,15.202
0.14545,0.98182,0.91818,0.43636,0.36364,0.13636,18.273
0.98182,0.24545,0.56364,0.58182,0.11818,0.82727,7.7172
0.9,0.79091,0.91818,0.41818,0.58182,0.78182,15.01
0.57273,0.21818,0.19091,0.43636,0.27273,0.3,1.1919
0.23636,0.47273,0.45455,0.28182,0.82727,0.8,14.626
0.35455,0.15455,0.34545,0.37273,0.6,0.20909,8.4848
0.42727,0.25455,0.62727,0.90909,0.94545,0.44545,7.5253
1,0.6,0.67273,0.78182,0.71818,0.85455,1.5758
0.18182,0.60909,0.10909,0.38182,0.45455,0.52727,9.6364
0.26364,0.22727,0.3,0.30909,0.35455,0.95455,13.475
0.96364,0.50909,0.85455,0.77273,0.43636,0.11818,3.1111
0.62727,0.35455,0.10909,0.86364,0.7,0.78182,5.798
0.74545,0.44545,0.82727,0.33636,0.96364,0.2,6.1818
0.81818,0.4,0.49091,0.92727,0.42727,0.77273,4.0707
0.57273,0.88182,0.74545,0.90909,0.86364,0.71818,16.162
0.17273,0.85455,0.38182,0.77273,0.69091,0.81818,14.434
0.54545,0.97273,0.20909,0.89091,0.12727,0.90909,19.616
0.43636,0.93636,0.21818,0.85455,0.77273,0.89091,8.8687
0.58182,0.74545,0.79091,0.71818,0.10909,0.28182,16.929
0.99091,0.37273,0.5,0.27273,0.30909,0.71818,16.162
0.32727,0.28182,0.7,0.53636,0.19091,0.75455,2.7273
0.68182,0.73636,0.5,0.95455,0.63636,0.98182,5.6061
0.1,0.12727,0.62727,0.9,0.79091,0.72727,12.515
0.46364,0.48182,0.82727,0.88182,0.96364,0.62727,15.01
0.60909,0.15455,0.66364,0.44545,0.64545,0.14545,9.4444
0.27273,0.44545,0.84545,0.7,0.25455,0.70909,10.212
0.83636,0.99091,0.33636,0.34545,0.52727,0.60909,19.808
0.94545,0.5,0.1,0.15455,0.66364,0.40909,2.1515
0.85455,0.29091,0.4,0.96364,0.63636,0.69091,3.6869
0.56364,0.45455,0.28182,0.74545,0.98182,0.1,19.04
0.87273,0.19091,0.1,0.66364,0.13636,0.89091,11.172
0.88182,0.12727,0.72727,0.4,0.59091,0.51818,2.3434
0.81818,0.55455,0.27273,0.24545,0.17273,0.48182,17.889
0.12727,0.84545,0.82727,0.40909,0.82727,0.55455,3.4949
0.27273,0.31818,0.23636,0.19091,0.91818,0.12727,9.0606
0.77273,0.62727,0.59091,0.87273,0.23636,0.73636,9.4444
0.50909,0.34545,0.2,0.62727,0.37273,0.51818,13.475
0.52727,0.93636,0.13636,0.66364,0.34545,0.80909,6.7576
0.63636,0.10909,0.65455,0.13636,0.80909,0.54545,12.515
0.42727,0.23636,0.4,0.56364,0.51818,0.59091,2.1515
0.5,0.92727,0.97273,0.3,0.55455,0.49091,4.6465
0.11818,0.5,0.60909,0.39091,0.84545,0.83636,7.9091
0.38182,0.94545,0.14545,0.53636,0.3,0.45455,17.697
0.41818,0.46364,0.35455,0.26364,0.75455,0.19091,7.7172
0.49091,0.20909,0.77273,0.75455,0.4,0.65455,13.475
0.91818,0.5,0.70909,0.98182,0.80909,0.79091,11.556
0.68182,0.95455,0.9,0.49091,0.76364,0.63636,9.2525
0.20909,0.48182,0.67273,0.10909,0.43636,0.61818,17.697
0.6,0.24545,0.76364,0.20909,0.1,0.88182,19.424
0.28182,0.11818,0.65455,0.17273,0.23636,0.74545,5.0303
0.43636,0.4,0.57273,0.50909,0.87273,0.46364,18.465
0.44545,0.50909,0.58182,0.51818,0.28182,0.13636,12.323
0.69091,0.61818,0.77273,0.97273,0.96364,0.25455,10.98
0.93636,0.49091,0.19091,0.68182,0.63636,0.17273,10.02
0.2,0.99091,0.83636,0.36364,0.4,0.37273,8.101
0.61818,0.46364,0.73636,0.9,0.49091,0.73636,1.3838
0.32727,0.2,0.62727,0.79091,0.56364,0.66364,2.9192
0.95455,0.74545,0.8,0.23636,0.40909,0.95455,8.8687
0.8,0.48182,0.87273,0.87273,0.99091,0.50909,4.4545
0.45455,0.28182,0.28182,0.72727,0.85455,0.26364,2.9192
0.19091,0.82727,0.80909,0.6,0.60909,0.63636,20
0.29091,0.45455,0.42727,0.54545,0.84545,0.51818,4.6465
0.92727,0.73636,0.79091,0.39091,0.55455,0.99091,13.091
0.38182,0.62727,0.67273,0.67273,0.43636,0.50909,17.889
0.55455,0.91818,0.49091,0.15455,0.99091,0.61818,10.98
0.80909,0.76364,0.30909,0.15455,0.97273,0.36364,4.2626
0.98182,0.89091,0.92727,0.92727,0.77273,0.46364,1.3838
0.29091,0.11818,0.25455,0.54545,1,0.68182,15.202
0.11818,0.3,0.13636,0.3,0.66364,0.62727,5.0303
0.61818,0.86364,0.66364,0.81818,0.26364,0.66364,4.2626
0.13636,0.41818,0.21818,0.89091,0.57273,0.32727,13.475
1,0.44545,0.97273,0.32727,0.81818,0.46364,13.091
0.78182,0.23636,0.30909,0.56364,0.87273,0.38182,1.5758
0.73636,0.57273,0.47273,0.86364,0.34545,0.7,5.4141
0.13636,0.17273,0.21818,0.35455,0.39091,0.29091,10.788
0.72727,0.41818,0.98182,0.20909,0.18182,0.86364,4.2626
