0.56364,0.17273,0.66364,189.03,176.15,0.76364
0.3,0.74545,0.11818,209.64,204.48,0.20909
0.52727,0.74545,0.75455,42.212,67.97,0.90909
0.99091,0.50909,0.43636,91.152,235.39,0.21818
0.76364,0.40909,0.58182,37.061,13.879,0.63636
0.39091,0.6,0.51818,98.879,214.79,0.81818
0.96364,0.73636,0.23636,104.03,26.758,0.75455
0.94545,0.38182,0.55455,83.424,225.09,0.46364
0.49091,0.99091,0.73636,11.303,196.76,0.66364
0.82727,0.92727,0.38182,109.18,67.97,0.99091
0.38182,0.48182,0.17273,235.39,109.18,0.80909
0.64545,0.63636,0.86364,201.91,201.91,0.24545
0.16364,0.63636,0.51818,26.758,232.82,0.49091
0.45455,0.57273,0.8,245.7,147.82,0.3
0.29091,0.5,0.67273,86,42.212,0.8
0.63636,0.61818,0.15455,93.727,160.7,0.84545
0.64545,0.75455,0.15455,57.667,186.45,0.98182
0.11818,0.50909,0.34545,152.97,57.667,0.37273
0.77273,0.96364,0.32727,62.818,42.212,0.79091
0.4,0.8,0.47273,70.545,219.94,0.35455
0.56364,0.49091,0.39091,150.39,124.64,0.80909
0.48182,0.13636,0.88182,235.39,21.606,0.17273
0.92727,1,0.40909,176.15,173.58,0.1
0.1,0.3,0.45455,119.48,222.52,0.6
0.72727,0.68182,0.45455,122.06,1,0.68182
0.31818,0.99091,0.52727,171,214.79,0.79091
0.45455,0.85455,0.53636,212.21,26.758,0.49091
0.17273,0.6,0.70909,60.242,75.697,0.41818
0.12727,0.83636,0.9,37.061,191.61,0.70909
0.91818,0.27273,0.56364,62.818,96.303,0.11818
0.50909,0.84545,0.52727,199.33,245.7,0.97273
0.26364,0.47273,0.88182,8.7273,83.424,0.61818
0.90909,0.97273,1,124.64,237.97,0.54545
0.26364,0.13636,0.45455,24.182,243.12,0.93636
0.2,0.94545,0.89091,78.273,240.55,0.71818
0.33636,0.66364,0.76364,73.121,181.3,0.7
0.46364,0.74545,0.24545,134.94,134.94,0.49091
0.3,0.31818,0.71818,31.909,47.364,0.4
0.77273,0.23636,0.53636,91.152,104.03,0.82727
0.10909,0.30909,0.3,6.1515,243.12,0.30909
0.68182,0.98182,0.36364,256,34.485,0.87273
0.14545,0.65455,0.77273,191.61,24.182,0.40909
0.40909,0.92727,0.60909,163.27,183.88,0.12727
0.14545,0.43636,0.33636,124.64,191.61,0.96364
0.68182,0.73636,0.3,104.03,155.55,0.15455
0.26364,0.53636,0.72727,250.85,250.85,0.70909
0.41818,0.38182,0.43636,78.273,230.24,0.47273
