# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = eight_schools_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = C:\Users\zhixi\Documents\gitRepositories\sueAnalysis\stanModels\eightschools\fittingData\HnfTwLsVQZ8j4HU8iZsgYl-data.R
# init = 2 (Default)
# random
#   seed = 209564
# output
#   file = HnfTwLsVQZ8j4HU8iZsgYl-output-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,tau
# Adaptation terminated
# Step size = 0.198223
# Diagonal elements of inverse mass matrix:
# 22.9454, 62.4059, 49.0603, 54.9115, 40.4888, 53.4978, 42.8295, 36.437, 62.14, 0.293221
-13.783,0.717467,0.198223,4,23,0,16.6075,4.88447,3.76154,9.31294,3.47097,4.70404,4.8913,2.78537,0.231501,3.65453,2.8943
-15.1753,0.746564,0.198223,4,15,0,18.41,4.69511,6.68875,-0.275953,5.30921,4.55927,2.58475,5.84284,13.3106,5.59974,4.68651
-11.553,0.997728,0.198223,4,15,0,16.3015,6.20074,8.60307,6.35513,3.19261,8.42627,4.41983,4.80817,5.08613,4.1603,3.06209
-9.99408,0.888587,0.198223,4,15,0,12.3107,4.75387,6.71668,5.16786,3.18597,2.54535,4.65886,7.18217,4.37116,3.10559,1.45206
-15.927,0.0587464,0.198223,3,7,0,19.1739,5.80856,11.1862,3.50579,5.97126,5.08208,2.53639,-4.18713,7.95166,5.29034,4.95442
-16.4679,0.989623,0.198223,3,15,0,17.9185,5.42266,9.91362,9.67083,6.519,4.83581,5.54562,-4.55235,8.43826,5.51898,6.02847
-20.5025,0.943088,0.198223,4,31,0,23.5956,0.199403,12.4547,3.44668,-1.08022,4.02631,2.61947,-8.0606,5.77334,15.8281,8.40068
-20.329,0.998166,0.198223,4,15,0,25.4849,-0.514672,4.30172,1.72007,-5.72568,-0.641615,-2.10093,-8.45107,11.3102,12.989,7.67883
-19.3495,0.995645,0.198223,4,15,0,24.4943,0.266611,6.07221,-1.89729,-2.0871,2.78484,3.81966,-10.4639,-1.04675,3.49333,5.67052
-17.1589,0.953482,0.198223,4,15,0,24.094,1.51872,4.81623,5.87059,-1.37192,0.573423,0.941584,10.722,8.12096,0.414316,5.14896
-18.1745,0.972811,0.198223,4,15,0,21.7708,3.90749,12.0558,3.358,0.958417,14.584,5.37957,-1.75906,2.80692,5.69859,6.18178
-20.4467,0.977396,0.198223,4,15,0,22.3709,6.06645,3.24395,4.35302,0.354673,11.295,9.39705,-5.96543,1.7279,0.0758906,5.71878
-17.7421,0.985499,0.198223,4,15,0,24.2562,1.00637,10.0685,4.64934,2.17528,1.99211,-3.56322,9.12742,5.98791,-0.724354,6.18451
-19.9683,0.897184,0.198223,4,15,0,25.774,5.61106,3.34457,6.24774,5.83769,6.91084,14.021,-2.32416,8.59186,15.869,7.9905
-20.4057,0.98636,0.198223,4,15,0,24.2922,1.85349,-1.66835,0.825522,13.6774,3.05997,6.95198,1.79532,7.86684,5.24014,8.6043
-19.6987,0.972444,0.198223,3,15,0,22.4732,2.56377,-1.29078,1.90535,12.151,3.14773,7.68129,0.774491,6.53621,5.76868,8.15226
-15.8038,0.99522,0.198223,4,15,0,24.1783,8.45843,17.1381,10.8752,1.03463,10.053,6.20506,10.1401,11.9285,10.5774,5.2851
-15.5448,0.981364,0.198223,3,15,0,19.5105,10.4974,9.54813,18.6019,11.5547,11.0369,9.23218,9.08785,8.83435,7.78486,4.23443
-26.2564,0.737437,0.198223,5,31,0,29.6987,16.3026,33.434,-7.60391,1.56232,10.0137,4.67638,4.03033,24.6219,37.538,13.8062
-23.7032,0.980745,0.198223,4,31,0,33.8741,20.1696,30.8709,25.9188,11.4725,21.5686,16.5419,13.6982,21.4066,9.73985,10.2879
-24.191,0.983631,0.198223,5,31,0,31.4531,1.22614,5.48067,-5.85983,1.12922,-1.12689,-3.90473,12.9678,23.7948,15.4235,14.4513
-22.1993,0.997698,0.198223,4,15,0,30.1548,11.6147,2.16368,17.9373,9.16421,14.8614,8.49259,0.512792,8.2728,12.5251,4.05366
-25.612,0.998781,0.198223,4,15,0,29.2489,7.04707,43.4956,4.15311,8.79996,8.11707,-7.2018,15.5138,14.3098,24.1725,18.9312
-28.0622,0.951508,0.198223,4,31,0,33.8973,0.683497,24.738,12.0688,7.93696,23.953,-6.11164,20.3224,12.6031,13.0594,28.402
-21.2114,0.979237,0.198223,4,31,0,32.3987,12.1097,14.3623,17.1209,0.0339094,2.89997,15.7112,-0.443154,14.0446,15.0928,6.31233
-22.2146,0.995107,0.198223,4,31,0,27.6105,13.7032,18.2517,4.8448,11.795,9.51054,6.78301,19.6009,24.5231,27.9893,11.5408
-23.9312,0.990107,0.198223,4,23,0,29.2887,2.60637,16.943,-1.00467,9.59011,-11.0519,-7.55867,2.51054,23.0752,13.3896,11.9339
-17.5571,0.99565,0.198223,4,15,0,26.8335,14.0226,14.2081,16.8488,3.68159,11.631,5.82632,14.4048,13.1977,16.5478,6.44099
-16.3258,0.99504,0.198223,4,15,0,21.4417,13.2805,18.7408,7.35584,16.0244,15.0024,9.78476,8.6874,12.3228,9.01266,5.45589
-13.1765,0.986551,0.198223,4,31,0,20.6533,7.45899,4.62299,9.75142,3.57248,3.4883,5.71088,7.91249,9.77086,9.92126,3.13175
-16.6388,0.567209,0.198223,4,31,0,26.4413,11.2582,10.2218,16.6943,13.0368,13.7847,5.87599,10.9899,14.9563,18.0881,5.46727
-14.9355,1,0.198223,3,7,0,21.7802,14.915,18.8108,13.7275,16.0251,15.5999,19.0294,16.3605,14.5081,12.8781,1.9982
-16.558,0.818185,0.198223,3,11,0,19.2623,13.6149,12.5693,16.6647,12.8203,14.7095,8.26877,13.1885,17.6291,21.6376,4.83973
-17.8345,0.985819,0.198223,3,15,0,20.885,14.0358,7.9692,11.2089,18.4187,14.3448,5.44989,12.0309,19.1258,15.2576,6.24012
-18.0342,0.962937,0.198223,4,31,0,22.6628,9.5004,18.6297,5.98438,-0.0589139,6.30651,6.49877,5.23788,9.91013,11.4818,9.55436
-18.9668,0.982329,0.198223,3,15,0,21.5288,11.4383,13.4506,4.25601,5.10973,2.06129,3.99264,4.82053,12.6099,9.70219,10.6604
-19.0491,0.979865,0.198223,4,31,0,25.966,16.2573,6.06022,15.8582,15.4251,18.1815,11.9393,15.1441,12.3938,14.4977,3.74462
-17.6712,1,0.198223,3,7,0,25.7225,16.8541,12.3807,13.5757,16.7094,18.5315,8.65491,13.8902,14.3484,20.4835,5.80451
-11.8175,0.379511,0.198223,4,15,0,20.3491,15.9387,15.5854,13.4616,16.1106,15.0228,15.6438,13.7663,18.478,13.3641,1.85883
-13.1104,0.852098,0.198223,3,15,0,16.7293,14.6728,14.6201,16.1619,12.8086,14.9969,12.5789,16.2044,10.1209,16.1511,2.13413
-10.0177,0.968005,0.198223,3,15,0,14.9311,13.2792,14.5926,12.0552,13.5888,11.296,12.6633,13.4217,14.7896,10.2507,1.8205
-9.8583,0.337869,0.198223,4,15,0,16.0156,12.0508,13.1899,13.7149,12.622,11.3469,9.27137,10.5932,11.4464,13.7741,1.23515
-9.8583,0.269664,0.198223,2,5,0,15.8157,12.0508,13.1899,13.7149,12.622,11.3469,9.27137,10.5932,11.4464,13.7741,1.23515
-9.93331,0.14863,0.198223,2,7,0,16.9254,12.4924,15.7923,10.7686,11.9324,13.4182,12.7802,10.6595,12.3779,13.5086,1.45269
-12.3473,0.244957,0.198223,4,23,0,17.8365,2.44591,6.59336,1.37185,2.23294,3.38621,2.89935,0.848819,1.70043,4.9312,3.16589
-15.682,0.782049,0.198223,4,23,0,20.389,14.0748,15.7247,12.564,7.31037,8.85942,9.02898,15.5606,16.2151,12.0093,3.41155
-13.262,0.999063,0.198223,3,15,0,17.7493,8.62089,7.97767,8.68583,12.5851,11.648,10.2851,4.56995,6.73692,7.72067,2.57343
-19.348,0.662507,0.198223,4,15,0,21.0656,9.17894,21.7626,12.2554,11.8891,1.60173,-3.45047,8.43337,10.6532,12.8521,9.72423
-23.416,0.977558,0.198223,4,31,0,26.2903,-1.64533,11.3718,-0.905837,-14.1753,10.9694,-6.55355,-2.27655,20.3925,-2.3273,9.02991
-22.2398,1,0.198223,4,15,0,24.4973,2.50406,11.9849,-0.59572,-16.0465,9.19746,-0.241199,-5.76499,14.9118,1.31805,14.9046
-21.0996,0.965364,0.198223,3,15,0,23.7307,2.29695,11.3171,-0.267109,-17.0647,8.24643,2.8938,-3.80291,11.0885,1.73633,9.44304
-20.9297,0.998699,0.198223,4,31,0,23.9047,6.42896,22.2213,2.01302,-8.76454,7.71038,7.27248,5.7814,15.1714,-2.50706,12.2211
-24.1699,0.971464,0.198223,5,31,0,28.1608,6.69618,-7.6959,5.34223,8.99917,18.7267,0.675351,2.06166,21.4193,17.4433,8.14408
-22.1982,0.999374,0.198223,5,31,0,29.997,7.61611,27.2725,10.8154,4.81155,-1.13846,6.2037,14.07,6.08964,1.85331,6.36564
-18.1454,0.997663,0.198223,4,15,0,26.5123,9.27427,7.66417,9.38849,0.709791,11.8115,14.7624,11.1501,8.19358,9.58794,6.73624
-18.7709,0.990729,0.198223,4,15,0,24.2282,10.4488,13.3233,9.28856,3.03896,16.0714,12.4554,14.0812,5.49857,6.12353,6.98951
-17.1094,0.999417,0.198223,3,15,0,21.361,11.7446,15.6575,10.6175,5.74077,13.1104,8.23788,15.1594,6.47419,18.6041,5.07669
-17.1955,0.929943,0.198223,4,15,0,22.3825,10.0978,4.56817,8.83038,11.4434,5.58796,8.91645,4.17619,15.9158,4.90707,3.60499
-19.5557,0.942859,0.198223,4,15,0,23.414,3.68039,10.4817,-0.0462409,5.11714,10.2492,-4.02853,10.7424,6.93828,-0.785504,9.38272
-19.6964,0.978372,0.198223,4,15,0,23.9902,5.39918,13.8621,3.2824,4.4236,7.11284,-5.94641,6.72033,4.81562,8.70782,11.3412
-17.2757,0.992121,0.198223,4,15,0,24.8643,6.44175,6.6435,5.19383,3.02534,2.18253,9.8338,14.0997,5.81658,8.03839,5.79655
-16.7926,0.964774,0.198223,4,15,0,20.0592,9.26855,8.12939,7.24122,2.61257,6.42673,10.4887,7.95592,3.67483,8.00404,5.91477
-18.405,0.983468,0.198223,3,15,0,21.474,5.21224,17.6415,4.47311,-0.947772,12.1823,5.72238,0.883611,8.76144,5.54924,4.54312
-18.1825,0.841266,0.198223,4,31,0,25.0726,3.43108,19.5874,5.88888,1.07749,3.20841,5.62701,0.547817,11.1222,8.26818,6.98488
-17.453,0.922989,0.198223,4,15,0,23.393,6.09325,5.11191,4.91311,1.24704,-3.75846,4.32839,-0.510448,6.21653,5.01795,4.42154
-15.853,0.989968,0.198223,4,23,0,20.0022,10.7701,8.75721,6.85421,7.05174,12.3611,2.73119,9.48556,8.95509,5.64578,3.89838
-21.0978,0.954253,0.198223,4,15,0,23.1665,16.8146,16.4045,11.2134,10.8475,0.427984,11.5837,6.75684,13.1211,16.7957,11.5761
-25.2106,0.983888,0.198223,4,31,0,28.5208,8.86502,15.8239,13.261,14.8067,-1.52141,17.1318,0.218774,21.9251,8.91061,5.02102
-20.1873,1,0.198223,3,7,0,28.0097,12.3006,16.0144,4.67673,12.3435,3.84837,9.66161,-3.59091,15.8362,5.84266,10.1527
-18.0361,0.983611,0.198223,4,31,0,27.8346,7.03937,11.506,2.88844,2.39648,1.62021,-0.123273,-1.80747,5.56148,13.8926,5.62148
-17.963,0.962164,0.198223,4,15,0,21.8031,3.66967,7.56237,8.69662,5.53018,8.02995,3.67161,5.80353,10.9924,-6.23471,7.10693
-17.1479,0.987702,0.198223,4,15,0,22.1259,4.79127,14.1492,1.35681,6.16426,5.83372,4.44029,2.43445,7.89048,14.6417,4.84386
-20.1047,0.971357,0.198223,4,15,0,23.7184,9.01376,10.4858,1.32995,12.6943,6.78847,13.7871,3.11089,5.98907,3.6982,9.1196
-19.561,0.999329,0.198223,4,15,0,23.871,13.6829,9.0087,15.5665,2.95252,9.17181,1.68918,10.959,17.7639,13.6191,10.4344
-22.1699,0.988939,0.198223,4,31,0,26.4989,14.4589,32.9082,9.77689,4.68636,-0.538985,-2.96127,5.70118,23.1002,18.0012,14.4563
-20.9878,0.990931,0.198223,4,23,0,24.3724,10.4835,23.5726,7.73915,-1.19738,5.62279,2.28938,8.38851,13.8498,29.6307,11.4363
-25.1356,0.964808,0.198223,5,31,0,28.9987,6.47868,-1.90028,3.57988,-0.23184,7.69588,-4.21839,-2.05415,13.6675,-20.5986,12.1412
-23.7264,0.997003,0.198223,5,31,0,30.3094,-2.45737,12.4865,-1.46931,-5.94421,7.96488,-5.08514,-9.97553,5.84278,-18.3375,12.2081
-21.0594,0.986451,0.198223,5,31,0,30.272,15.68,15.6653,6.77343,7.87108,20.9998,9.26446,18.8336,23.4982,9.49267,9.5564
-17.4816,0.991809,0.198223,4,15,0,23.1436,9.5761,16.0677,16.1486,13.097,5.13859,6.06194,2.99841,9.95195,16.0488,6.47041
-18.377,0.98444,0.198223,4,31,0,23.4547,14.6655,18.1451,14.8163,9.62772,5.04814,5.45837,13.1917,19.2934,17.139,4.40349
-21.1773,0.99112,0.198223,3,15,0,22.4413,12.0794,15.2891,18.6852,10.8015,10.3101,0.387038,17.1158,17.2064,10.6103,13.1106
-19.7759,0.997774,0.198223,4,31,0,25.5802,7.75819,10.8976,12.3787,-4.36367,-1.57394,0.878304,14.5984,10.3896,5.29288,6.29195
-21.1913,0.968173,0.198223,5,31,0,26.2849,16.8441,14.8866,9.24297,18.0585,8.61353,7.19902,-2.72989,12.6249,17.7988,10.1127
-19.7698,0.981829,0.198223,4,15,0,25.6046,9.83208,11.7358,13.1989,1.45905,12.0266,8.26726,2.63651,19.5313,23.6677,9.50593
-20.7185,0.976501,0.198223,4,31,0,25.5949,8.55362,9.8186,-2.20225,0.410426,10.8672,-4.36224,10.6462,9.44862,-1.98697,8.64598
-19.7233,0.986969,0.198223,4,31,0,23.8486,9.71058,6.7274,13.0988,6.59909,1.20187,11.7108,-2.99941,8.19652,12.0647,8.04071
-20.1013,0.981022,0.198223,4,15,0,23.8398,11.2463,13.8866,3.03319,8.87533,15.8056,-0.314391,16.7919,12.0117,2.93248,5.33969
-23.4824,0.935112,0.198223,4,15,0,26.2789,11.9688,8.61277,15.9398,1.11869,-5.4941,8.89221,-8.86313,14.8496,14.5757,12.5146
-23.7482,0.997171,0.198223,5,31,0,27.046,10.6592,22.0958,-0.982248,4.63089,21.8364,-6.05704,18.6676,12.654,1.22455,9.8066
-19.9767,0.997924,0.198223,4,15,0,25.0175,9.99516,13.8544,11.8308,5.69952,-0.461201,11.0938,1.4344,12.2841,21.5088,5.47981
-21.5294,0.996563,0.198223,4,15,0,24.4926,8.00724,8.18153,7.15915,4.54505,24.0412,3.55882,13.8688,11.3347,2.30749,5.34808
-24.7505,1,0.198223,4,15,0,27.818,10.4874,16.4606,6.49405,3.16325,23.4048,-8.48483,10.6348,18.3766,-2.11426,20.7537
-22.9553,0.997202,0.198223,4,15,0,26.5095,9.74597,13.6197,8.26705,-4.95943,21.1813,-1.55804,10.5423,21.1797,-3.69857,15.4509
-27.5296,0.98513,0.198223,4,15,0,31.9131,14.8048,18.9691,-9.14929,-2.21003,20.1378,-4.60445,12.5144,23.2262,-8.28001,12.4509
-27.119,0.996344,0.198223,5,31,0,30.6132,12.7507,39.1337,4.35487,-0.559353,2.86551,-0.173408,18.8802,-4.37312,0.965279,15.3658
-24.3562,0.994504,0.198223,5,31,0,29.3963,2.09466,10.0956,9.50612,-3.54443,5.98994,2.97095,-7.61019,31.7711,4.39376,9.38135
-22.9871,0.990808,0.198223,4,31,0,27.2214,5.59347,30.6984,2.22451,-3.55574,3.07704,-2.99336,3.61854,-1.34599,-1.19967,10.6007
-24.149,0.989361,0.198223,5,31,0,28.4506,6.2882,2.0821,3.92738,3.21474,-0.963646,11.7369,8.9362,28.4355,18.3449,8.19417
-26.9987,0.999044,0.198223,5,31,0,29.0935,-1.34412,30.9334,11.8536,-0.33484,18.8498,-6.75396,-8.04521,-3.37003,-8.2317,16.8597
-26.1875,0.998129,0.198223,5,31,0,31.4803,8.92591,2.885,0.0486519,-3.44148,-9.02057,5.26217,-0.451406,33.8067,12.3386,15.1715
-24.6399,0.999865,0.198223,5,31,0,30.8741,-2.26775,3.25774,10.2195,-8.36248,-0.5658,-3.56841,-16.8123,12.4132,19.7569,11.9078
-22.8919,0.989692,0.198223,5,31,0,29.328,16.4922,24.1162,18.7632,15.3392,14.921,8.92225,24.1527,14.3446,5.17955,11.7785
-20.2638,0.990444,0.198223,5,31,0,31.8536,1.63897,3.55463,0.422564,0.0580762,0.700573,3.81933,-7.0514,8.92155,12.4163,10.5298
-21.9513,0.980708,0.198223,4,31,0,26.7521,6.43221,9.32933,6.33336,8.73066,16.4828,5.5164,21.5602,7.21365,4.62131,9.96656
