# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = eight_schools_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = C:\Users\zhixi\Documents\gitRepositories\sueAnalysis\stanModels\eightschools\fittingData\Fnc91Wn2HXaKFMivT6k8QL-data.R
# init = 2 (Default)
# random
#   seed = 208526
# output
#   file = Fnc91Wn2HXaKFMivT6k8QL-output-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,tau
# Adaptation terminated
# Step size = 0.315119
# Diagonal elements of inverse mass matrix:
# 35.5754, 92.812, 42.3542, 64.0615, 65.5669, 39.2901, 69.4048, 68.917, 87.246, 0.256728
-23.613,1,0.315119,4,15,0,32.5439,9.75329,1.63336,12.6137,12.0207,12.863,-8.49637,-3.23282,1.94422,9.81308,12.0235
-17.8408,0.974078,0.315119,3,7,0,25.0949,10.5681,17.1363,0.204174,4.85039,6.03585,4.77051,5.98842,17.9255,11.4886,7.20613
-20.4475,0.925218,0.315119,3,15,0,23.3707,14.9608,12.2006,21.8717,19.0248,6.50232,10.8206,6.09091,10.5994,8.84523,7.45983
-18.675,0.589168,0.315119,2,7,0,23.8146,13.0516,14.1614,17.9113,19.0194,10.2511,17.1559,13.9342,15.3886,15.2402,6.15629
-18.8484,0.915322,0.315119,5,39,0,24.2508,15.0019,25.4835,10.8026,7.859,15.2433,6.05684,7.07722,9.12154,12.3831,8.21351
-16.8695,0.607505,0.315119,3,15,0,20.6649,6.94182,12.1501,5.44641,8.27151,13.0649,-0.386634,11.0705,14.2145,10.988,5.35947
-18.3208,0.690953,0.315119,3,15,0,22.6144,6.84794,13.7649,6.84788,9.05819,14.6226,3.50056,11.6468,12.311,15.8239,4.81559
-18.8127,0.857878,0.315119,4,15,0,24.5692,11.568,16.8908,2.03938,10.701,9.20113,1.48225,14.1253,17.3417,3.03095,7.20687
-20.3026,0.741003,0.315119,3,15,0,24.8745,13.5075,11.8871,3.89213,2.69778,12.4796,-0.276727,14.2644,22.1164,17.3701,10.0629
-20.9759,0.954644,0.315119,4,15,0,25.1835,12.5488,20.3118,3.60792,1.49438,18.7877,0.554639,2.13159,20.5677,22.0481,8.37508
-22.7681,0.711503,0.315119,3,15,0,31.8206,4.97599,26.3723,2.28574,0.0433063,8.48477,-0.19525,4.04805,24.2187,10.874,20.841
-19.895,0.933804,0.315119,3,15,0,27.2603,6.24507,2.7546,5.58746,6.73828,-8.74868,-0.701004,4.4462,9.57926,8.1396,7.53248
-18.8554,0.795646,0.315119,4,31,0,22.7013,6.03443,16.4865,2.04168,14.8068,10.0619,2.60491,7.89224,17.407,6.22312,8.02291
-25.6732,0.876095,0.315119,4,15,0,28.782,2.72287,0.909886,13.4838,-15.3886,10.177,-3.37636,-4.02233,-2.93337,-12.501,11.0187
-20.7575,0.963184,0.315119,4,15,0,29.2562,16.3207,21.956,8.54476,16.9649,4.08678,6.11746,7.94529,25.4466,20.9355,6.98166
-23.339,0.696501,0.315119,3,7,0,27.1074,7.83335,10.1461,17.9114,3.25546,9.37008,4.05091,23.6453,0.241462,6.48879,8.67575
-20.6255,0.968592,0.315119,3,7,0,26.8452,7.1058,23.483,-1.90346,4.71526,3.9375,2.2131,-3.92823,17.781,1.60424,8.18876
-20.7449,0.801423,0.315119,3,15,0,24.0817,4.21486,15.2266,2.69596,13.0254,14.4357,3.77993,5.89621,13.7964,-4.59241,10.9915
-23.2207,0.983217,0.315119,3,15,0,26.6445,14.2002,17.8466,3.2222,-5.17716,23.019,11.1231,11.5,21.1554,5.27526,7.90979
-27.3183,0.942769,0.315119,4,15,0,31.1018,17.0869,22.3322,15.5535,32.394,-2.02154,8.82212,-0.0305486,10.7216,36.941,17.435
-23.9523,0.99358,0.315119,4,15,0,31.573,1.98385,11.8972,6.26649,-17.7183,10.6298,1.35266,7.91341,20.674,-11.4893,16.7129
-23.6254,0.98095,0.315119,4,15,0,28.4238,-3.06275,12.6224,6.26171,10.0848,4.52448,-10.3854,3.83982,20.8198,-5.57548,12.8686
-24.4258,0.985792,0.315119,4,15,0,29.5869,3.36332,23.6804,10.8232,-3.2715,-0.118625,14.6995,-5.4735,6.85852,25.1209,13.0434
-24.9076,0.984274,0.315119,4,15,0,27.7712,2.95297,9.82837,5.04565,13.7033,13.7011,-7.21405,24.3319,10.2048,4.4604,12.1134
-21.3752,0.987625,0.315119,4,15,0,28.3593,3.03141,12.0629,13.8015,-2.58001,1.95066,5.63145,-11.9284,10.2817,3.39876,6.52114
-24.8016,0.730405,0.315119,3,11,0,26.7163,5.58496,20.0603,16.4219,-8.23213,12.1264,-0.902657,-6.35452,14.2911,-4.48521,25.7427
-25.5558,0.958197,0.315119,3,15,0,32.9666,10.2801,22.2288,14.9489,11.7651,23.0678,-17.7538,-0.566044,13.582,15.4511,15.9796
-24.0342,0.943338,0.315119,4,15,0,32.7992,13.281,13.1262,7.29205,10.3256,10.0133,-15.3208,8.53836,12.123,14.1142,17.3879
-20.98,0.974147,0.315119,4,15,0,29.7175,6.98558,14.529,9.28468,-0.523169,8.00311,18.333,8.81713,10.5392,17.0693,9.1235
-21.0256,0.969679,0.315119,5,31,0,24.1988,6.18663,19.0019,-1.56004,11.1973,8.80266,11.3539,6.25305,12.2779,20.3126,9.62874
-20.2277,0.980235,0.315119,3,15,0,23.9865,11.6475,20.3264,2.04979,0.285506,5.38522,0.498271,2.96899,7.20699,14.6036,7.18438
-19.4861,0.957065,0.315119,3,15,0,26.9459,7.38435,21.0854,5.25175,-0.132973,4.05213,-1.24762,3.28442,5.69256,11.2543,5.0922
-28.5419,0.920898,0.315119,4,15,0,34.0131,14.3229,-2.93946,24.4109,19.2505,11.933,20.3025,10.5381,17.2301,4.25781,16.5738
-27.9937,0.995136,0.315119,4,15,0,33.8386,2.97717,17.6956,-9.79815,-5.41083,-3.46412,-11.6796,22.5416,3.62319,17.0491,16.6944
