# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = eight_schools_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = C:\Users\zhixi\Documents\gitRepositories\sueAnalysis\stanModels\eightschools\fittingData\HnfTwLsVQZ8j4HU8iZsgYl-data.R
# init = 2 (Default)
# random
#   seed = 209564
# output
#   file = HnfTwLsVQZ8j4HU8iZsgYl-output-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,tau
# Adaptation terminated
# Step size = 0.262132
# Diagonal elements of inverse mass matrix:
# 29.0062, 66.3534, 46.0307, 76.4175, 51.9141, 49.9995, 58.6362, 39.1558, 66.9594, 0.37575
-17.6706,0.977117,0.262132,4,15,0,25.7252,7.12565,5.49688,0.457817,12.3916,13.1036,4.01195,10.8832,5.0415,8.22366,3.7552
-15.2952,0.990663,0.262132,3,7,0,20.1911,5.05481,6.97542,12.0619,4.03699,5.53187,1.53797,1.64599,6.15393,10.5623,4.84237
-14.9489,0.530505,0.262132,3,15,0,18.6445,7.99494,11.9955,3.71312,7.73755,7.33965,4.66858,14.8154,10.3269,7.75355,3.55237
-15.6268,0.696741,0.262132,3,7,0,18.938,8.95036,14.3231,7.2396,2.56156,5.79666,6.14954,6.88895,9.3087,14.5103,6.01298
-16.469,0.944289,0.262132,3,15,0,20.8478,9.81281,14.5079,6.84435,-0.785084,8.83648,8.86127,10.1098,9.84738,14.6321,5.6156
-13.2196,0.926461,0.262132,3,7,0,18.839,8.06647,11.4755,9.91169,8.53299,6.22212,3.86041,6.69645,12.8702,6.53946,4.23183
-16.724,0.699107,0.262132,3,7,0,19.9998,7.62101,10.3163,5.26046,9.85536,14.2883,4.42486,6.06231,18.4506,6.66591,5.40801
-22.7336,0.468446,0.262132,4,15,0,26.5454,3.94916,19.7287,16.383,7.72,-7.54181,2.17159,-3.30193,13.9278,11.1601,7.41584
-22.2172,1,0.262132,4,15,0,26.1067,11.0377,5.55787,0.956082,-2.49956,6.86192,7.35048,1.50141,28.2827,12.7832,9.21022
-22.6601,0.976575,0.262132,4,15,0,26.2992,4.42896,19.0105,0.907465,2.84224,16.3333,8.02124,-4.34181,25.8348,4.55367,13.8538
-20.3104,0.999497,0.262132,4,15,0,24.7105,5.25284,15.9119,5.22162,-13.4461,4.59252,-1.86217,-3.63393,12.5755,7.6848,8.78481
-17.2236,0.991706,0.262132,4,15,0,24.61,4.49179,7.86951,12.7388,9.81434,11.5782,5.8163,3.345,4.85514,5.01045,5.32893
-17.0176,1,0.262132,3,7,0,20.6331,6.98712,7.67696,9.41313,9.95996,9.73802,10.9795,8.40073,7.28961,3.98548,6.78726
-11.0248,0.9543,0.262132,3,7,0,17.728,10.7196,11.5501,10.114,10.1228,9.16677,6.18467,9.42996,12.0799,13.2007,2.66066
-12.5141,0.384426,0.262132,3,15,0,14.6099,9.48548,12.3165,11.1124,6.33046,12.255,6.71436,10.5678,9.11441,6.05278,3.04489
-14.0273,0.157457,0.262132,4,15,0,17.3079,9.71128,7.41792,11.485,12.0668,13.8876,9.68408,7.55813,13.9772,11.2914,2.18082
-13.5024,0.452527,0.262132,3,7,0,18.1344,10.3235,8.96481,12.4122,12.0659,7.24165,9.91826,13.8589,6.75291,10.389,2.93589
-17.3533,0.600446,0.262132,3,7,0,19.6738,10.0871,15.8246,15.3022,7.51875,17.0125,9.66355,3.67753,11.9384,8.31026,3.63055
-15.245,0.955604,0.262132,3,7,0,21.7867,11.4454,10.0165,11.8902,8.40129,11.5762,7.18682,14.7868,18.6987,13.77,4.35231
-15.2023,0.965506,0.262132,3,7,0,17.4313,11.3613,19.0623,11.0547,12.8956,13.073,11.8893,9.0248,15.6788,7.46213,4.11832
-14.8212,0.78937,0.262132,3,7,0,18.7792,12.8926,9.00875,12.2279,7.15455,10.8057,7.19061,10.8281,10.8949,13.6605,3.60065
-16.7102,0.834452,0.262132,3,7,0,19.7365,8.04599,19.2408,10.3006,9.96373,12.9419,3.92589,9.61652,9.64315,10.9855,4.42046
-17.2297,0.991845,0.262132,3,7,0,19.9217,11.272,14.395,2.36163,8.10803,8.03999,13.4518,7.05253,10.5975,5.81493,5.57455
-18.8277,0.941305,0.262132,4,15,0,22.2176,2.97298,3.00394,10.441,0.686546,0.628097,-8.10354,0.0922221,8.17848,6.63674,7.89674
-15.4356,0.945968,0.262132,3,7,0,24.0823,3.32401,4.68716,-0.281358,2.80698,3.39901,8.86501,4.66299,-0.00461854,0.876971,2.90692
-18.2286,0.541218,0.262132,3,7,0,21.2393,2.41653,10.8863,3.91177,6.17312,-0.269535,-2.74053,-1.76745,6.61831,13.0519,7.14813
-19.8589,0.9247,0.262132,4,15,0,26.4757,1.39051,-2.84908,6.0935,-3.06372,9.64783,3.44631,1.05641,-2.58973,-4.89999,5.16004
-21.3715,0.862508,0.262132,4,15,0,26.8059,12.0737,21.8433,3.93797,10.6687,-5.69784,1.18251,3.2839,19.2258,17.3287,12.3722
