# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = eight_schools_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = C:\Users\zhixi\Documents\gitRepositories\sueAnalysis\stanModels\eightschools\fittingData\HnfTwLsVQZ8j4HU8iZsgYl-data.R
# init = 2 (Default)
# random
#   seed = 209564
# output
#   file = HnfTwLsVQZ8j4HU8iZsgYl-output-1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,tau
# Adaptation terminated
# Step size = 0.240015
# Diagonal elements of inverse mass matrix:
# 28.2254, 77.9457, 35.8374, 69.9497, 34.5237, 43.5846, 49.5966, 54.8583, 67.7516, 0.621023
-18.1051,0.962801,0.240015,4,15,0,26.6011,6.30737,2.28908,2.25588,1.77163,13.1334,2.96468,-1.22797,7.38991,3.27788,7.07316
-12.8073,0.920922,0.240015,4,31,0,20.3662,9.95947,12.3203,6.68634,8.69427,5.44498,9.09201,10.4257,10.0981,8.74135,3.70418
-12.3452,0.738048,0.240015,3,15,0,17.1777,5.77325,5.36308,5.97592,4.13792,10.0099,3.11117,6.37839,9.48585,6.38463,3.41213
-11.9042,0.419246,0.240015,2,7,0,14.8044,5.04788,6.21396,7.02339,7.18066,8.66936,2.951,6.05256,7.96528,5.04321,3.11361
-15.4608,0.929437,0.240015,3,7,0,16.291,7.16019,2.5632,9.06782,0.843764,7.56753,7.1143,4.10352,3.79982,9.5779,3.37381
-13.1871,0.657607,0.240015,3,7,0,17.8303,4.33418,8.55369,8.76778,5.83425,7.59404,4.17868,6.30436,3.54011,4.69533,2.55315
-13.1871,0.527597,0.240015,2,3,0,21.2153,4.33418,8.55369,8.76778,5.83425,7.59404,4.17868,6.30436,3.54011,4.69533,2.55315
-13.1871,8.84337e-007,0.240015,2,3,0,21.8957,4.33418,8.55369,8.76778,5.83425,7.59404,4.17868,6.30436,3.54011,4.69533,2.55315
-13.509,0.987834,0.240015,4,23,0,18.8762,7.49562,4.53356,8.51234,10.3701,8.32876,3.35837,4.47028,4.94644,7.59101,2.17965
-14.3617,0.697243,0.240015,4,23,0,18.5295,6.11377,10.1506,5.94801,6.71043,12.3996,6.92155,8.77651,3.74645,6.46842,2.83571
-14.3617,0.151246,0.240015,3,7,0,19.3011,6.11377,10.1506,5.94801,6.71043,12.3996,6.92155,8.77651,3.74645,6.46842,2.83571
-16.2881,0.588879,0.240015,4,15,0,19.1062,6.69081,14.3228,13.1665,9.94719,6.24959,10.6518,5.45224,7.42225,9.38792,4.11259
-17.8009,0.992642,0.240015,3,15,0,19.7165,9.70597,13.1454,12.0549,6.34178,2.5237,9.37754,3.04923,2.66663,9.88732,4.04153
-25.9822,0.906193,0.240015,4,15,0,29.5608,-0.153507,13.9317,17.687,-15.8303,13.5683,-8.23788,11.2085,21.9063,-10.8003,18.1637
-22.3666,0.991554,0.240015,4,15,0,31.0555,7.9656,20.8492,12.2957,12.7438,3.33224,2.08593,-0.200849,-4.55122,3.22658,6.85611
-21.5277,0.983571,0.240015,3,15,0,24.9866,7.94634,15.5872,10.853,11.1618,3.35925,0.0192709,5.07811,-5.62073,1.46443,8.14818
-21.647,1,0.240015,4,15,0,24.3118,1.78338,-3.44869,-5.92012,1.64602,2.71049,6.25638,-2.3013,17.2227,-0.981727,9.22456
-18.7474,0.957173,0.240015,4,31,0,31.1987,10.0337,6.07461,12.9728,15.2939,2.27972,8.03561,8.86426,15.5293,16.6493,7.86903
-19.3164,0.962814,0.240015,4,15,0,22.4636,3.01509,19.6056,6.78666,-0.615524,11.7106,3.76378,5.82419,7.46586,1.04439,9.65394
-22.3855,0.978422,0.240015,4,15,0,23.9469,11.8984,7.74693,3.76546,9.30136,8.10215,-3.60802,0.502812,17.5104,24.7432,16.2542
-20.9442,0.878845,0.240015,4,15,0,34.3654,6.19074,16.5134,-1.64332,0.0688801,7.34192,3.46651,5.25967,-0.770484,17.2219,10.3762
-15.784,1,0.240015,3,7,0,23.5538,5.25452,5.59576,9.73823,10.0156,4.56613,4.67106,3.81015,9.88128,-1.79723,3.66614
-18.6625,0.890968,0.240015,3,7,0,22.983,5.37637,4.62112,-0.0876396,-5.2435,9.63223,9.34102,8.00319,6.08495,9.38853,4.47111
-16.1833,0.567987,0.240015,4,23,0,20.545,11.4834,12.8631,9.28422,15.3246,8.47545,6.32756,8.42118,12.3751,7.30707,2.20494
-16.4005,0.136056,0.240015,4,31,0,27.0819,5.90629,12.8854,3.47643,11.7387,8.92988,4.66197,3.7102,13.4858,6.11504,6.40029
-15.6606,0.901912,0.240015,3,15,0,20.5159,5.53075,2.55233,3.70727,11.994,6.69822,3.777,0.996058,11.2173,7.26691,3.90379
-16.6735,0.988097,0.240015,3,7,0,19.534,4.00774,9.33128,4.356,-1.94518,5.21201,-1.10467,7.44891,0.660346,5.45819,3.04951
-17.2585,0.232711,0.240015,4,31,0,20.895,1.1619,4.29509,1.82701,1.55376,7.24429,-3.27457,5.92336,2.07292,4.81314,6.45104
-18.202,0.809678,0.240015,4,15,0,23.2526,10.7612,17.1568,11.496,11.1455,5.25732,13.4927,4.83027,21.5738,11.4147,7.19954
-19.2399,0.967443,0.240015,4,15,0,23.608,11.1843,16.5719,7.77745,18.2533,1.48279,6.51685,9.90371,16.1797,1.01738,6.70101
-16.268,0.946492,0.240015,3,15,0,22.5565,7.45731,11.1981,8.07134,6.44403,4.41132,7.19047,1.57725,7.76127,10.416,7.2243
-15.3691,0.878274,0.240015,3,15,0,23.4388,7.57322,13.336,9.17526,4.199,3.08211,3.16644,1.6464,11.3237,8.42766,5.86227
-18.2667,0.800787,0.240015,3,15,0,21.5072,7.87868,11.0373,6.07515,-0.309161,0.909298,1.85637,3.24639,6.87775,16.6543,4.80422
-22.4278,0.956717,0.240015,4,15,0,23.7214,0.307373,1.76474,12.0869,4.42596,-6.84257,3.99756,7.55541,8.65276,-6.01129,5.20571
