# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = eight_schools_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = C:\Users\zhixi\Documents\gitRepositories\sueAnalysis\stanModels\eightschools\fittingData\Fnc91Wn2HXaKFMivT6k8QL-data.R
# init = 2 (Default)
# random
#   seed = 208526
# output
#   file = Fnc91Wn2HXaKFMivT6k8QL-output-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,tau
# Adaptation terminated
# Step size = 0.218066
# Diagonal elements of inverse mass matrix:
# 29.9301, 75.0986, 40.1186, 75.4449, 69.3082, 47.8001, 63.7056, 53.1783, 76.4122, 0.291939
-9.63854,0.00541329,0.218066,3,15,0,13.8594,9.95195,8.53106,10.1388,7.45719,6.85099,9.09236,9.51277,9.20547,10.1684,1.96017
-12.6955,0.10326,0.218066,3,15,0,18.7714,12.9118,11.9159,14.96,11.8285,13.6051,10.1717,11.1853,12.5936,8.33988,3.08817
-12.7388,0.997691,0.218066,3,7,0,14.6108,11.0028,14.209,12.1702,13.0439,12.3315,7.68847,7.15801,10.8883,14.3921,2.95422
-8.12882,0.803495,0.218066,3,15,0,13.5394,7.9157,9.52584,8.78365,7.27423,9.50633,7.25222,8.48504,6.41409,9.34168,1.76714
-8.12882,0.000521531,0.218066,3,7,0,14.9483,7.9157,9.52584,8.78365,7.27423,9.50633,7.25222,8.48504,6.41409,9.34168,1.76714
-8.12882,0.000282878,0.218066,1,3,1,18.906,7.9157,9.52584,8.78365,7.27423,9.50633,7.25222,8.48504,6.41409,9.34168,1.76714
-11.2752,0.441878,0.218066,2,3,0,13.5807,7.28662,6.25003,6.77859,6.31067,6.85615,5.68716,7.4942,12.333,9.03657,1.74149
-11.2467,0.275926,0.218066,4,23,0,15.8236,8.09027,10.6649,7.5381,9.46502,7.74242,4.65951,7.71807,8.05765,4.35106,1.91064
-21.1862,0.00749833,0.218066,4,15,0,24.6838,14.7722,23.8376,7.05605,-3.28429,10.9741,-0.0667216,9.95222,10.3779,10.0684,14.0674
-20.3442,0.982187,0.218066,3,15,0,24.0999,5.95113,6.88558,11.1071,4.75883,5.795,5.949,6.50792,9.02874,23.1908,4.87029
-22.4195,0.974904,0.218066,4,15,0,24.8379,3.38291,20.0338,0.133987,15.3276,13.4322,4.69749,2.01498,15.9589,-8.06667,9.64744
-24.4563,0.921968,0.218066,5,31,0,31.6668,22.3769,30.8709,22.065,-2.16226,4.58159,-1.23082,7.14559,18.4561,20.5641,13.5087
-24.5407,0.925057,0.218066,4,31,0,29.943,7.89794,13.8947,14.8019,-6.80495,9.84114,11.7162,0.400337,25.9865,3.16519,21.9257
-19.7524,0.992341,0.218066,4,15,0,27.9429,13.4596,18.6944,13.0699,6.7797,6.5096,6.25854,4.2388,24.4676,20.8233,10.9105
-25.2779,0.964067,0.218066,4,15,0,28.6218,14.9496,17.3942,9.84967,21.7964,18.6379,-3.1127,9.74396,3.38729,2.80584,19.3461
-24.7565,0.999381,0.218066,5,31,0,28.9356,7.54089,20.0869,10.945,-9.14352,-1.27668,16.4938,5.03939,26.1886,24.799,13.7802
-24.8761,0.979861,0.218066,4,15,0,30.5307,14.9339,30.7292,17.142,-1.78739,6.71434,-12.5246,-6.9626,18.0204,11.4468,20.533
-25.9674,0.987081,0.218066,4,31,0,30.8087,10.0225,18.7822,8.27942,3.76346,10.6946,-6.86088,-2.0607,28.7038,42.0974,13.911
-25.9193,0.999326,0.218066,4,15,0,28.3146,9.65822,19.8175,4.50385,-1.45207,17.5571,-5.61336,-3.27254,32.4891,35.262,17.9834
-21.9574,0.999954,0.218066,3,15,0,27.3728,6.52121,15.1949,3.4037,-0.395059,9.02033,6.74358,2.45991,20.3268,29.0364,13.7496
-23.191,0.967568,0.218066,5,31,0,31.6174,2.95859,23.9119,6.26911,-7.98333,2.21873,-10.3084,3.20644,7.96834,-11.5201,9.80088
-22.1213,0.989387,0.218066,4,15,0,27.3372,2.68759,5.15166,22.4789,-2.11501,11.7943,-2.93379,0.275951,13.2878,7.99126,8.66118
-22.9535,0.888272,0.218066,5,31,0,29.3569,13.174,20.6199,-0.235564,14.0576,12.7119,13.5487,8.02924,28.2385,16.9168,13.8715
-26.6527,0.977337,0.218066,4,15,0,32.3623,20.462,32.954,22.9725,13.5963,20.0599,-1.87552,21.9349,4.65039,19.2872,16.7606
-22.1825,0.998142,0.218066,4,15,0,29.9403,13.525,18.6011,23.2435,7.88569,17.6286,-2.08172,-3.04937,12.6621,5.99815,9.79721
-21.2454,0.9634,0.218066,4,15,0,26.2936,9.6735,9.7223,18.8706,14.2876,11.1771,-5.87185,-3.14996,17.3777,11.5224,8.11819
-23.3355,0.939597,0.218066,4,15,0,26.9603,12.4642,13.1909,5.22573,-14.4399,21.1107,8.68015,6.23537,17.1475,20.8351,13.1372
-21.2026,0.989326,0.218066,4,15,0,26.8356,5.14082,16.3626,10.9548,0.135237,6.52345,8.11427,6.19582,13.3988,25.8402,8.39541
-19.837,0.990123,0.218066,4,15,0,23.6984,13.2831,9.48111,15.6008,15.4464,7.51326,-1.54718,10.5736,7.1591,8.68253,6.80488
-18.7964,0.99753,0.218066,4,15,0,23.3955,9.24935,12.4665,6.65383,5.57015,0.733495,13.7925,5.72689,20.5727,13.5864,6.08418
-18.4951,0.990504,0.218066,4,15,0,21.6963,10.032,15.0106,12.5334,0.112897,14.9147,8.51923,10.2437,13.3019,-0.581231,7.02588
-20.5265,0.973327,0.218066,4,15,0,24.4143,8.38891,7.63279,18.9136,15.7236,15.4717,3.09115,-1.13264,10.3181,2.86791,6.42352
-19.6603,0.990036,0.218066,4,15,0,23.4063,12.078,21.6182,5.13358,5.11549,10.4579,12.2385,17.0859,17.9423,20.9803,7.75885
-20.3497,0.974313,0.218066,4,15,0,25.5618,13.0308,16.0973,15.2174,10.3129,-0.166952,11.1766,21.4951,13.8013,11.9507,5.40468
