# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = eight_schools_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = C:\Users\zhixi\Documents\gitRepositories\sueAnalysis\stanModels\fittingData\j8dejk49kYZBbBMiwzoSr-data.R
# init = 2 (Default)
# random
#   seed = 208713
# output
#   file = j8dejk49kYZBbBMiwzoSr-output-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,tau
# Adaptation terminated
# Step size = 0.262852
# Diagonal elements of inverse mass matrix:
# 30.3495, 67.3003, 44.0468, 69.0854, 43.7279, 47.8135, 59.0687, 55.2293, 65.181, 0.461973
-24.8747,0.999348,0.262852,4,15,0,29.8088,-1.21035,17.9891,8.49219,-9.20882,-12.1727,-3.8942,-10.333,15.7306,20.0933,12.8643
-23.6265,0.998034,0.262852,4,15,0,30.3092,1.83766,15.9915,10.1619,3.94414,-9.0575,-2.06346,-9.25411,16.6443,22.4895,14.3397
-21.9782,0.999797,0.262852,4,15,0,26.1261,4.49809,8.18253,9.33602,-1.19231,-14.3301,-3.62115,5.71719,10.7043,9.27868,9.18239
-23.2277,0.986982,0.262852,4,15,0,26.8725,-0.100703,-7.062,11.2332,-0.695424,-7.93711,-4.39238,12.1016,8.31847,1.70879,8.24634
-25.4466,0.991244,0.262852,4,15,0,29.7784,4.58913,0.819948,-5.00911,-4.37307,-12.5392,4.11813,13.9252,17.843,16.8229,11.9254
-24.7695,0.930403,0.262852,4,15,0,33.0792,7.45761,28.1554,-2.18645,-7.61507,7.78863,-7.89421,2.569,13.1699,-13.1853,20.0209
-20.8229,0.973567,0.262852,4,15,0,28.0985,11.9832,19.2803,5.73167,6.68873,20.6797,0.155695,5.52358,15.4459,-3.08019,8.88586
-20.5424,0.848015,0.262852,4,15,0,23.9866,6.32357,5.88194,-1.38157,4.55541,18.5937,-1.7147,5.76354,11.4015,2.05207,10.3969
-18.424,0.994957,0.262852,3,7,0,21.7791,3.53113,6.67203,-3.17409,2.5628,15.2041,0.300977,3.18009,6.68916,1.16878,5.09418
-15.312,0.894784,0.262852,3,15,0,22.092,7.61879,13.9403,2.54206,4.75302,10.9151,6.36486,8.38218,9.67526,6.53263,5.68006
-15.4184,0.914451,0.262852,3,7,0,20.0686,7.26428,12.4105,5.37917,5.13345,8.81466,6.0106,6.91837,12.8,3.99137,6.46077
-20.1979,0.954745,0.262852,3,7,0,21.6854,8.83293,13.6226,16.6669,4.1975,4.81438,-3.41165,-1.96162,20.1246,10.9103,6.64804
-16.8863,1,0.262852,3,7,0,23.2555,4.93748,10.0579,9.35794,5.6606,11.1983,0.260768,7.53304,1.60849,5.38433,6.10429
-15.6704,0.40712,0.262852,2,7,0,25.5313,7.4694,7.45573,6.90197,6.38328,7.4616,2.1452,3.95475,-0.039551,6.76496,3.92281
-18.9271,0.882089,0.262852,3,7,0,20.9063,2.0132,-2.51798,7.17563,2.27116,3.43543,9.01922,1.22352,12.1376,-1.26296,4.6198
-19.0681,0.983781,0.262852,3,15,0,23.38,9.25534,15.7284,14.5716,5.05915,0.98068,10.5651,5.63587,5.25587,1.65144,7.68813
-20.7181,0.970909,0.262852,4,15,0,24.3197,7.49607,6.00379,-2.32969,6.3048,14.5131,-2.18925,1.27668,12.4408,19.2995,6.35699
-22.6923,0.815352,0.262852,4,15,0,28.7987,5.92328,21.0577,18.1225,1.19016,-3.96365,5.26765,9.86455,14.2277,-4.49344,14.9647
-19.0378,0.994633,0.262852,4,15,0,27.0405,5.73594,8.68447,0.719428,7.04313,6.98684,1.90666,2.8925,10.5835,22.0314,6.41716
-22.1426,0.881389,0.262852,4,15,0,25.5593,6.7884,17.3453,7.29831,12.6984,-0.10539,7.8561,1.86363,1.23655,-9.07116,7.31168
-23.5917,0.986856,0.262852,4,15,0,29.0335,10.1274,11.487,6.9326,11.712,23.7674,-7.67869,3.82078,15.7249,28.6661,11.0962
-23.167,0.912339,0.262852,3,15,0,26.3329,9.00482,14.4491,7.42684,9.82692,23.9304,-7.19299,2.53802,17.7021,26.5855,12.062
-24.7338,0.978798,0.262852,4,15,0,27.4366,4.77134,11.4874,-3.9107,16.2961,18.4733,-7.68529,6.63992,14.684,23.2127,16.2967
-25.4695,0.969084,0.262852,3,7,0,26.709,5.77526,14.7792,-0.844164,16.1242,18.0003,-9.27752,7.37927,13.2661,21.8402,22.1315
-26.9077,0.991589,0.262852,4,15,0,29.4281,0.393911,-1.12835,11.5888,-7.81306,-6.72443,12.5959,-2.33098,5.71167,-9.55049,19.4548
-28.2566,0.793394,0.262852,4,15,0,38.1446,-2.95638,6.12218,-7.76955,4.30938,11.1873,-18.4012,-2.57733,5.51936,1.81865,24.2701
-27.0727,0.978684,0.262852,4,15,0,35.3555,-1.41599,-4.05745,18.0121,2.61415,2.35281,0.825686,-11.7436,9.5619,-17.1363,18.7043
-18.9208,1,0.262852,4,15,0,28.783,6.02184,12.0341,-1.80824,2.93895,3.36221,2.23599,11.3894,5.14189,15.9175,4.99215
-21.3639,0.999334,0.262852,4,15,0,24.4698,-1.24944,9.85959,-5.7113,-6.36983,-1.72373,-0.315048,-4.47749,14.9807,-8.60316,7.53063
-25.6813,0.977166,0.262852,4,15,0,27.0369,-6.11149,-1.54497,-6.02872,-8.57356,-8.7115,-1.77532,-1.23294,10.8427,-22.1057,12.2428
-17.0195,0.974224,0.262852,4,15,0,27.8309,5.28148,3.65555,5.27411,13.1716,6.51488,-3.72948,5.72163,6.39062,6.991,4.36632
-11.7977,0.751335,0.262852,2,7,0,18.7941,4.90967,6.85051,4.54764,6.53012,6.26723,2.99521,0.924853,6.76248,3.48953,3.1586
-9.85456,0.561183,0.262852,2,5,1,15.3223,3.29557,6.34845,4.48688,1.38196,1.80223,2.17897,3.22921,3.97355,5.05553,1.62102
-12.1762,0.13675,0.262852,3,7,0,16.0305,2.27686,1.32957,2.85084,1.00704,5.13738,-0.23393,0.549901,4.64914,3.54074,1.39371
-12.1762,0.00552107,0.262852,1,2,1,13.3654,2.27686,1.32957,2.85084,1.00704,5.13738,-0.23393,0.549901,4.64914,3.54074,1.39371
-12.1762,0.0573451,0.262852,3,7,0,15.3428,2.27686,1.32957,2.85084,1.00704,5.13738,-0.23393,0.549901,4.64914,3.54074,1.39371
-12.1762,0.0192632,0.262852,2,3,0,19.1877,2.27686,1.32957,2.85084,1.00704,5.13738,-0.23393,0.549901,4.64914,3.54074,1.39371
-12.1762,0.000612139,0.262852,2,3,0,18.9979,2.27686,1.32957,2.85084,1.00704,5.13738,-0.23393,0.549901,4.64914,3.54074,1.39371
-12.1762,9.99018e-007,0.262852,4,15,0,17.9318,2.27686,1.32957,2.85084,1.00704,5.13738,-0.23393,0.549901,4.64914,3.54074,1.39371
-8.83439,0.333333,0.262852,2,3,0,13.1968,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,9.90868e-125,0.262852,1,1,0,13.2095,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,1.24196e-009,0.262852,2,3,0,15.0405,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,3.17741e-010,0.262852,2,3,0,13.7243,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,5.15374e-013,0.262852,1,2,1,10.1624,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,9.23687e-008,0.262852,3,7,0,16.4146,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,3.5409e-013,0.262852,1,3,1,14.1619,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,2.993e-005,0.262852,1,3,1,11.7389,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,0.000881684,0.262852,2,6,1,12.7903,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,0.0870783,0.262852,2,3,0,11.1908,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,1.03557e-054,0.262852,1,1,0,14.9094,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,0.000642627,0.262852,2,3,0,11.1501,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,7.76575e-110,0.262852,1,1,0,15.3114,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,9.004e-007,0.262852,1,3,1,11.7527,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,1.58595e-033,0.262852,1,1,0,16.9265,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,2.81526e-007,0.262852,2,3,0,14.22,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,0.0032094,0.262852,1,3,1,13.6668,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
-8.83439,2.94299e-005,0.262852,3,7,0,18.3932,2.64284,3.76216,1.34289,3.27001,2.68216,3.66925,4.50661,3.89641,0.688405,1.27698
